StudentID,Name,Gender,ParentalSupport,ExtracurricularActivities
94,"Ayush Shah",Male,High,Cricket
95,"Tanvi Patel",Female,High,None
96,"Daksh Verma",Male,Medium,Coding
97,"Bhumika Joshi",Female,Medium,Badminton
98,"Prem Sinha",Male,Low,Swimming
99,"Puja Menon",Female,Low,Cricket
100,"Yogi Das",Male,Medium,Music
101,"Aarav Biswas",Female,High,Football
102,"Veda Nair",Male,High,Chess
103,"Ramya Ali",Female,Low,Badminton
104,"Ramesh Pillai",Female,Medium,Basketball
105,"Prabhu Patel",Male,Low,Yoga
106,"Omar Sharma",Male,High,Art
107,"Ila Bhattacharya",Male,Medium,Art
108,"Fiona Dubey",Male,High,Theater
109,"Ishita Arora",Male,Medium,Photography
110,"Lavanya Chakraborty",Male,Medium,Robotics
111,"Walton Kulkarni",Male,Low,Photography
112,"Neha Das",Male,Low,Football
113,"Mani Verma",Male,High,Badminton
114,"Savitri Iyer",Male,Medium,Sports
115,"Vanshika Srivastava",Male,Low,Yoga
116,"Vanshika Mukhopadhyay",Male,Medium,Robotics
117,"Hema Mishra",Female,High,Chess
118,"Jyoti Kumar",Female,Low,Swimming
119,"Mayank Bhat",Male,Medium,Robotics
120,"Pallavi Mishra",Male,Low,Writing
121,"Lata Trivedi",Male,High,Cricket
122,"Neeraj Rao",Female,Low,Writing
123,"Daksh Desai",Female,High,Dance
124,"Aparna Shah",Female,Medium,Theater
125,"Kishan Verma",Female,Medium,Robotics
126,"Hemlata Menon",Male,High,None
127,"Yogi Bhattacharya",Male,High,Football
128,"Rohan Khan",Male,Low,Robotics
129,"Yogesh Khan",Male,High,Badminton
130,"Chakri Reddy",Male,Low,Sports
131,"Hema Joshi",Male,High,Yoga
132,"Xavier Dubey",Male,High,Chess
133,"Lata Mishra",Female,Low,Photography
134,"Lokesh Yadav",Male,High,Dance
135,"Thara Nair",Male,Low,None
136,"Zain Biswas",Male,High,Basketball
137,"Jaswant Iyengar",Female,Low,Cricket
138,"Chirag Chopra",Male,Low,Cricket
139,"Madhuri Yadav",Female,Low,Swimming
140,"Harshit Das",Male,Low,Sports
141,"Karan Kapoor",Male,Low,Writing
142,"Nirmala Mukhopadhyay",Female,Medium,None
143,"Pooja Chopra",Female,High,Sports
144,"Wajid Sen",Male,High,Debate
145,"Faisal Ali",Female,Medium,Music
146,"Arnav Singh",Female,Low,Yoga
147,"Neha Trivedi",Female,Low,Theater
148,"Chiranjeeva Nath",Male,Low,Robotics
149,"Bharat Verma",Male,High,Swimming
150,"Rajesh Mukherjee",Female,High,Yoga
151,"Veda Kumar",Male,High,None
152,"Mohan Dwivedi",Female,High,Chess
153,"Rohan Das",Male,Medium,Music
154,"Avinash Srivastava",Female,High,Badminton
155,"Hina Mukhopadhyay",Female,Medium,Dance
156,"Prabhu Shah",Male,Medium,Science Club
157,"Rajni Shah",Male,Medium,Basketball
158,"Darshan Dasgupta",Male,High,Robotics
159,"Thara Mazumdar",Male,Medium,Science Club
160,"Sanjay Saxena",Male,High,Robotics
161,"Ekta Bhowmick",Male,High,Writing
162,"Wajira Verma",Male,Low,Photography
163,"Asha Sharma",Female,Medium,Dance
164,"Chiranjeeva Banerjee",Female,High,Cricket
165,"Hemlata Yadav",Male,High,Badminton
166,"Wajid Chatterjee",Female,High,Swimming
167,"Sanjay Dubey",Male,High,Music
168,"Mayank Nair",Female,High,Dance
169,"Bikram Iyer",Female,High,Photography
170,"Veda Mishra",Female,Low,Basketball
171,"Karan Rao",Female,High,Swimming
172,"Kaush Dwivedi",Male,Medium,Writing
173,"Zorya Kapoor",Female,Low,Dance
174,"Avni Kulkarni",Female,Low,Chess
175,"Wajid Malhotra",Male,Low,Cricket
176,"Bikram Mazumdar",Male,High,Sports
177,"Yogi Chakraborty",Male,Low,Football
178,"Vasanthi Verma",Female,Medium,Robotics
179,"Olga Roy",Male,Medium,Badminton
180,"Manish Kapoor",Male,Medium,Robotics
181,"Bhumika Bansal",Male,Medium,Dance
182,"Ishaan Sinha",Male,High,Debate
183,"Rashmi Nair",Female,High,Cricket
184,"Zorya Sinha",Male,High,Music
185,"Thara Chopra",Female,Medium,Sports
186,"Karan Dubey",Female,Medium,Sports
187,"Quran Nath",Male,High,Music
188,"Gaurav Ali",Female,Low,None
189,"Diya Sen",Male,Medium,Sports
190,"Gitika Bhowmick",Female,Medium,Swimming
191,"Kavya Verma",Male,Medium,Photography
192,"Darshan Patel",Female,Low,Photography
193,"Gyanesh Das",Female,Medium,Dance
194,"Ritu Biswas",Female,Medium,Robotics
195,"Karan Chakraborty",Male,Low,Writing
196,"Nishant Chatterjee",Male,Medium,Music
197,"Bikram Gupta",Female,Medium,Football
198,"Neha Bhat",Male,High,Dance
199,"Rajni Desai",Female,Medium,Science Club
200,"Rakesh Iyer",Female,High,None
201,"Qadar Singh",Male,Medium,Science Club
202,"Hema Mazumdar",Male,Medium,Debate
203,"Jyoti Kulkarni",Female,Medium,Swimming
204,"Walton Bhat",Male,Medium,Theater
205,"Yasmin Chakraborty",Male,Medium,Badminton
206,"Farah Malhotra",Female,High,Coding
207,"Siddharth Kapoor",Female,Low,Science Club
208,"Savitri Kumar",Female,High,Writing
209,"Vasanthi Biswas",Male,High,Photography
210,"Ila Iyengar",Female,Low,Theater
211,"Rashmi Nath",Male,High,Football
212,"Nishant Rao",Female,Low,Theater
213,"Harshal Pandey",Male,High,Basketball
214,"Krisha Srivastava",Male,Low,Yoga
215,"Ananya Kulkarni",Male,Medium,Dance
216,"Omar Chakraborty",Female,High,Dance
217,"Janvi Malhotra",Female,Medium,Badminton
218,"Isha Khan",Male,Low,Swimming
219,"Karan Singh",Male,Low,Art
220,"Nikita Khan",Female,Medium,Cricket
221,"Rashmi Bhowmick",Male,High,Debate
222,"Madhuri Chopra",Male,Low,Theater
223,"Anjali Nair",Female,High,Swimming
224,"Avinash Singh",Female,High,Dance
225,"Rajni Pandey",Female,High,Writing
226,"Aditya Desai",Female,High,Yoga
227,"Sanjana Chaudhari",Female,Low,Football
228,"Diya Roy",Female,Low,Music
229,"Vishal Singh",Male,High,Sports
230,"Anjali Shah",Male,Low,Cricket
231,"Rahul Arora",Female,Low,Art
232,"Puja Kulkarni",Female,Low,Yoga
233,"Pooja Sen",Female,High,Chess
234,"Daksh Saxena",Female,High,Science Club
235,"Yamini Kumar",Male,High,Cricket
236,"Mukesh Desai",Female,Low,Music
237,"Gauravi Trivedi",Female,Medium,Robotics
238,"Ayush Dwivedi",Female,High,Writing
239,"Gyanesh Srivastava",Male,High,Science Club
240,"Deepak Ahmed",Female,Low,Art
241,"Prakash Reddy",Male,Medium,Chess
242,"Yasmin Joshi",Female,Low,Debate
243,"Queen Biswas",Male,High,Sports
244,"Qadar Tripathi",Male,High,Art
245,"Vasanthi Trivedi",Male,Low,Football
246,"Nirmala Chakraborty",Female,Low,Photography
247,"Chitra Iyengar",Male,Medium,Debate
248,"Ravi Chopra",Female,Low,Dance
249,"Sangita Nath",Female,Medium,Art
250,"Arya Trivedi",Male,Medium,Basketball
251,"Diya Pandey",Female,High,Debate
252,"Tanvi Upadhyay",Female,Low,Cricket
253,"Zorya Dixit",Male,Low,Debate
254,"Lavanya Malhotra",Male,High,Swimming
255,"Puja Dasgupta",Male,Medium,Coding
256,"Bharat Mukherjee",Female,Medium,Writing
257,"Ojaswi Iyengar",Female,Low,None
258,"Usha Pillai",Male,Medium,Football
259,"Chirag Bhat",Female,Medium,Badminton
260,"Zoya Kulkarni",Male,High,Robotics
261,"Hema Malhotra",Female,Medium,Art
262,"Nishant Malhotra",Male,High,Music
263,"Uday Srivastava",Female,Medium,Writing
264,"Anushka Nath",Female,High,Robotics
265,"Gaurav Das",Male,Low,Cricket
266,"Rakesh Das",Female,High,Dance
267,"Hema Kumar",Female,Low,Dance
268,"Chiranjeeva Arora",Female,Low,Theater
269,"Janvi Gupta",Female,Medium,Badminton
270,"Naveen Dey",Male,Low,Coding
271,"Xylo Khan",Female,Medium,Art
272,"Prakash Iyengar",Female,Low,Yoga
273,"Ishaan Gupta",Male,Medium,Sports
274,"Xylo Ahmed",Male,Medium,Chess
275,"Ananya Shah",Male,High,Badminton
276,"Gauravi Desai",Male,High,Badminton
277,"Jaswant Upadhyay",Male,Medium,Debate
278,"Lata Pandey",Female,Medium,Writing
279,"Avni Srivastava",Female,Low,Sports
280,"Deepak Sinha",Male,Low,None
281,"Omkar Pandey",Male,High,Chess
282,"Ananya Mukhopadhyay",Female,Medium,Debate
283,"Vasanthi Banerjee",Male,Medium,Robotics
284,"Priyanka Sinha",Female,Low,Football
285,"Ekta Chopra",Female,High,Swimming
286,"Jaswant Ahmed",Male,Low,Coding
287,"Umesh Desai",Female,Low,Yoga
288,"Harshit Dey",Male,Medium,Cricket
289,"Aarav Mishra",Male,Medium,Music
290,"Lokesh Bhat",Female,High,Science Club
291,"Puja Rao",Female,Medium,Chess
292,"Ishan Agarwal",Male,Low,Art
293,"Eshan Joshi",Female,Medium,Science Club
294,"Suman Srivastava",Male,High,Football
295,"Ishaan Ali",Female,Medium,Yoga
296,"Savitri Bansal",Male,Medium,Debate
297,"Vishal Kapoor",Male,Medium,Badminton
298,"Ravi Shah",Female,Medium,Robotics
299,"Hemlata Dixit",Male,High,Badminton
300,"Laya Biswas",Female,Medium,Dance
301,"Nirmala Arora",Female,Medium,Dance
302,"Meera Kumar",Male,High,Robotics
303,"Tanya Gupta",Female,Medium,Dance
304,"Vishal Gupta",Male,Low,Photography
305,"Wajid Iyer",Female,Medium,Sports
306,"Nipa Mukhopadhyay",Female,Low,Dance
307,"Neeraj Roy",Female,Medium,None
308,"Chitra Mukhopadhyay",Female,High,Debate
309,"Ritu Mishra",Male,Medium,Dance
310,"Pradeep Pandey",Female,High,None
311,"Priya Singh",Male,High,Sports
312,"Fiona Kapoor",Male,Medium,Theater
313,"Harshit Chakraborty",Female,Medium,Debate
314,"Mukesh Iyer",Female,Medium,Swimming
315,"Omkar Reddy",Male,Low,Photography
316,"Krisha Chopra",Male,High,Badminton
317,"Tanvi Shah",Male,Medium,Music
318,"Umesh Nath",Male,Low,Yoga
319,"Ushma Iyengar",Male,Medium,Photography
320,"Jayant Agarwal",Male,Low,Badminton
321,"Fiona Chopra",Female,Low,Science Club
322,"Ravi Nair",Male,Medium,Yoga
323,"Sangita Joshi",Female,Low,Badminton
324,"Brijesh Pandey",Female,Low,Yoga
325,"Farah Dasgupta",Female,High,Yoga
326,"Tarun Dey",Female,Low,Badminton
327,"Aarav Roy",Female,High,Theater
328,"Akshay Sharma",Male,High,Writing
329,"Yogi Dwivedi",Female,High,Badminton
330,"Yogesh Joshi",Female,High,Robotics
331,"Amara Das",Male,Medium,Robotics
332,"Sundar Joshi",Male,Medium,Writing
333,"Yash Pandey",Female,High,None
334,"Falguni Chopra",Female,High,None
335,"Radha Banerjee",Female,Medium,Swimming
336,"Priyanka Malhotra",Male,High,Writing
337,"Priyanka Dwivedi",Male,High,Football
338,"Bhumika Bansal",Female,Medium,Badminton
339,"Ramesh Chatterjee",Female,Medium,Sports
340,"Sandeep Gupta",Female,High,Art
341,"Kaush Sinha",Female,Medium,Yoga
342,"Bidya Kumar",Female,Low,Robotics
343,"Veda Chatterjee",Male,Low,Basketball
344,"Prem Bansal",Female,Low,Badminton
345,"Nirmala Mazumdar",Female,Medium,Basketball
346,"Chirag Chatterjee",Male,High,Science Club
347,"Tanvi Tripathi",Male,Low,Robotics
348,"Rajni Pillai",Male,High,Basketball
349,"Sundar Shah",Female,Medium,Chess
350,"Ojaswi Singh",Male,Medium,Theater
351,"Zorya Biswas",Male,Low,Writing
352,"Suresh Bhattacharya",Male,High,Music
353,"Pallavi Ahmed",Male,High,Dance
354,"Arjun Patel",Female,High,None
355,"Bikram Dasgupta",Female,Medium,Photography
356,"Rajni Dubey",Female,Low,Cricket
357,"Karan Shah",Female,Medium,Art
358,"Avni Malhotra",Female,Medium,Writing
359,"Jayant Trivedi",Female,Low,Photography
360,"Gauravi Tripathi",Male,Medium,Robotics
361,"Savitri Verma",Male,High,Badminton
362,"Akshay Dey",Male,Low,Photography
363,"Madhuri Iyengar",Male,Low,Debate
364,"Naveen Dwivedi",Female,Low,Photography
365,"Walton Dubey",Male,Low,Writing
366,"Nishant Roy",Male,Medium,Science Club
367,"Diya Kumar",Male,High,Coding
368,"Yogesh Sinha",Female,Low,Science Club
369,"Wajid Bhat",Male,Low,Coding
370,"Mithal Tripathi",Male,Low,Debate
371,"Quincy Das",Male,High,Music
372,"Ekta Desai",Female,High,Football
373,"Chakri Bansal",Female,High,Chess
374,"Gyanesh Dasgupta",Male,High,Art
375,"Hina Sinha",Male,Medium,Writing
376,"Mukesh Ahmed",Male,High,Basketball
377,"Veda Nath",Female,Medium,Yoga
378,"Mithal Agarwal",Male,Low,Robotics
379,"Jalaja Nath",Female,High,Photography
380,"Gitika Agarwal",Male,High,Football
381,"Pallavi Khan",Male,High,None
382,"Fiona Chopra",Female,Medium,Debate
383,"Anjali Roy",Female,Medium,Art
384,"Quincy Srivastava",Male,Medium,Theater
385,"Farhan Menon",Male,Medium,Basketball
386,"Ushma Bhat",Female,Low,Coding
387,"Hina Trivedi",Female,Low,None
388,"Jayant Iyengar",Female,Low,Cricket
389,"Karan Desai",Female,Low,Dance
390,"Ushma Roy",Male,Low,Science Club
391,"Hemlata Gupta",Female,High,Music
392,"Lakshmi Chatterjee",Female,High,Photography
393,"Tanvi Tripathi",Male,Medium,Debate
394,"Devendra Bhat",Female,Low,Science Club
395,"Deepak Sinha",Male,Medium,Music
396,"Ekta Biswas",Female,High,Cricket
397,"Lokesh Dixit",Male,High,Art
398,"Nikhil Khan",Male,Low,Theater
399,"Priya Joshi",Female,High,Football
400,"Harshal Roy",Male,High,Robotics
401,"Lata Srivastava",Female,Low,Football
402,"Sanjana Dey",Male,Low,Robotics
403,"Rajesh Verma",Female,Low,Football
404,"Gyanesh Upadhyay",Female,Medium,Swimming
405,"Rohan Sen",Female,High,Writing
406,"Chandni Mukherjee",Female,Low,Music
407,"Ravi Joshi",Male,High,Cricket
408,"Yasmin Reddy",Male,Medium,Football
409,"Arya Sinha",Male,Medium,Robotics
410,"Ojaswi Iyer",Female,Medium,Cricket
411,"Hema Kapoor",Male,Medium,Art
412,"Omar Chaudhari",Female,Low,Theater
413,"Radha Khan",Female,Medium,Swimming
414,"Quran Nath",Male,Low,Science Club
415,"Chiranjeeva Reddy",Male,Low,Yoga
416,"Suresh Bhat",Male,Medium,Chess
417,"Harshal Ali",Male,High,Cricket
418,"Asha Malhotra",Male,Low,Dance
419,"Xavier Bhowmick",Female,High,Football
420,"Rajni Menon",Female,High,Writing
421,"Faisal Tripathi",Male,Low,Chess
422,"Quincy Gupta",Female,High,Theater
423,"Hina Das",Female,Medium,Theater
424,"Puja Shah",Female,High,Coding
425,"Gyanesh Das",Female,High,Music
426,"Prabhu Roy",Male,Medium,Writing
427,"Ekta Agarwal",Male,Low,Debate
428,"Vasanthi Reddy",Male,Low,Chess
429,"Rashmi Mazumdar",Male,Medium,Chess
430,"Karan Chatterjee",Male,High,Dance
431,"Zorya Nair",Male,Low,Theater
432,"Sangita Kumar",Male,High,Chess
433,"Aarav Verma",Male,Medium,Basketball
434,"Yogesh Mukherjee",Male,Medium,Sports
435,"Lokesh Mazumdar",Male,Low,Coding
436,"Bhumika Dasgupta",Female,High,Robotics
437,"Jaswant Dixit",Female,High,Swimming
438,"Lokesh Pillai",Male,High,Photography
439,"Ishita Kumar",Female,Medium,Robotics
440,"Vasanthi Sen",Male,High,Music
441,"Ushma Dey",Male,Medium,Coding
442,"Bikram Mishra",Male,High,Basketball
443,"Jalaja Das",Male,Low,Badminton
444,"Ramya Trivedi",Female,High,Writing
445,"Uma Upadhyay",Male,High,Theater
446,"Hina Pandey",Female,Medium,Science Club
447,"Mohan Gupta",Female,Low,Swimming
448,"Chiranjeeva Yadav",Female,High,Chess
449,"Ushma Trivedi",Male,High,Debate
450,"Prakash Agarwal",Male,Medium,Coding
451,"Vimal Kumar",Female,High,Football
452,"Kavya Patel",Female,High,Football
453,"Isha Desai",Male,High,Swimming
454,"Lakshmi Joshi",Female,Medium,Robotics
455,"Tanya Yadav",Female,High,Writing
456,"Jalaja Kulkarni",Female,Medium,Football
457,"Nishant Agarwal",Female,Low,Photography
458,"Vimal Pandey",Male,High,Football
459,"Veda Chopra",Female,High,Dance
460,"Olga Menon",Female,Medium,Dance
461,"Nishant Saxena",Male,Low,Coding
462,"Thara Bansal",Male,High,Badminton
463,"Savitri Dasgupta",Male,Medium,Badminton
464,"Harshal Pillai",Female,Medium,Basketball
465,"Tanya Sen",Male,Medium,Robotics
466,"Jyoti Mazumdar",Male,High,Cricket
467,"Rakesh Kumar",Female,Low,Basketball
468,"Wajira Rao",Female,High,Robotics
469,"Nikhil Dasgupta",Female,High,Dance
470,"Arya Desai",Male,Low,Cricket
471,"Ishan Biswas",Male,Medium,Coding
472,"Kishan Verma",Female,Medium,Dance
473,"Aparna Joshi",Male,High,Coding
474,"Quincy Menon",Female,High,Basketball
475,"Deepak Upadhyay",Male,Low,Cricket
476,"Suresh Dwivedi",Female,High,Writing
477,"Ojaswi Patel",Female,Medium,Football
478,"Kavya Joshi",Female,Low,Theater
479,"Pallavi Chopra",Male,Low,None
480,"Jyoti Agarwal",Male,Low,Dance
481,"Gyanesh Patel",Male,High,Cricket
482,"Anjali Kumar",Male,High,Badminton
483,"Aparna Iyengar",Female,Low,Badminton
484,"Laya Kulkarni",Female,Medium,Debate
485,"Chirag Dey",Female,High,Theater
486,"Qadar Pandey",Female,High,Dance
487,"Darshan Rao",Male,Medium,Science Club
488,"Usha Arora",Female,Low,Basketball
489,"Nishant Roy",Female,High,Theater
490,"Ishan Roy",Male,Medium,Coding
491,"Zain Dey",Female,Medium,Science Club
492,"Prabhu Tripathi",Male,Low,None
493,"Ishaan Nair",Female,High,Dance
494,"Anjali Arora",Female,Low,Theater
495,"Falguni Bhattacharya",Male,High,Science Club
496,"Vikram Kulkarni",Male,High,Science Club
497,"Jalaja Arora",Female,Medium,Theater
498,"Janvi Dwivedi",Female,High,Yoga
499,"Chandni Roy",Female,Low,Theater
500,"Nipa Shah",Female,Medium,Sports
501,"Sandeep Ahmed",Female,Low,Science Club
502,"Yasmin Banerjee",Female,Medium,Robotics
503,"Gyanesh Dasgupta",Male,Medium,Dance
504,"Chitra Dubey",Female,Low,Football
505,"Priyanka Chatterjee",Male,High,Football
506,"Meera Singh",Male,High,Art
507,"Savitri Bhat",Female,Medium,Badminton
508,"Jalaja Bhattacharya",Male,Low,Cricket
509,"Sanjana Patel",Male,Medium,Coding
510,"Uma Mukherjee",Female,Low,Art
511,"Anushka Agarwal",Male,Medium,Theater
512,"Lavanya Reddy",Female,High,Cricket
513,"Harsh Bhat",Male,Medium,Yoga
514,"Ekta Rao",Male,Low,Debate
515,"Tushar Mukherjee",Female,Low,Art
516,"Akshay Dubey",Female,High,Badminton
517,"Diya Nath",Male,Medium,Debate
518,"Arya Sinha",Male,High,Coding
519,"Vikram Roy",Male,Low,Cricket
520,"Mani Bhowmick",Female,Low,Badminton
521,"Naveen Trivedi",Female,Low,Writing
522,"Tushar Ali",Female,Low,Coding
523,"Avni Gupta",Male,High,Chess
524,"Ojaswi Nair",Male,Medium,Football
525,"Ananya Verma",Male,Medium,Basketball
526,"Vimal Chopra",Male,Medium,Theater
527,"Ramya Iyengar",Female,High,Theater
528,"Ishan Shah",Female,High,None
529,"Yogi Dasgupta",Female,Medium,Swimming
530,"Nishant Arora",Male,High,Cricket
531,"Nikhil Chatterjee",Female,High,Dance
532,"Krisha Dey",Female,High,Badminton
533,"Quran Chakraborty",Female,Low,Swimming
534,"Ishan Shah",Female,High,Coding
535,"Dhruv Chatterjee",Male,Medium,None
536,"Diya Yadav",Male,Low,Chess
537,"Jalaja Shah",Male,Low,Debate
538,"Priya Iyer",Male,Low,Science Club
539,"Vasanthi Kumar",Female,Low,Art
540,"Tarun Bhat",Male,Low,None
541,"Priya Arora",Male,Low,Swimming
542,"Ekta Gupta",Female,High,Basketball
543,"Omar Chakraborty",Male,High,Basketball
544,"Tushar Rao",Male,Low,Debate
545,"Jyoti Pillai",Male,Low,Science Club
546,"Pradeep Kumar",Female,Medium,Photography
547,"Tayal Banerjee",Female,Low,Debate
548,"Nishant Trivedi",Female,Medium,Music
549,"Vasanthi Biswas",Female,High,Music
550,"Zain Banerjee",Male,Low,Writing
551,"Radha Nath",Male,High,Football
552,"Priyanka Mukhopadhyay",Male,High,Coding
553,"Devendra Iyer",Male,High,Yoga
554,"Eshan Mukhopadhyay",Female,Medium,Basketball
555,"Pooja Mazumdar",Male,Medium,Sports
556,"Sanjay Kulkarni",Male,Low,Yoga
557,"Priyanka Yadav",Male,Low,Yoga
558,"Hema Rao",Male,Medium,Cricket
559,"Chiranjeeva Bhat",Male,High,Cricket
560,"Falguni Bhattacharya",Male,Low,Basketball
561,"Jeewan Tripathi",Male,High,Cricket
562,"Isha Upadhyay",Male,High,Theater
563,"Neeraj Iyengar",Female,Low,Cricket
564,"Eshana Chaudhari",Male,Low,Art
565,"Asha Verma",Male,High,Badminton
566,"Akshay Pandey",Male,Low,Art
567,"Chitra Trivedi",Male,Low,Dance
568,"Anushka Bhowmick",Female,Medium,Robotics
569,"Fiona Kulkarni",Male,High,Football
570,"Suman Bansal",Male,High,Chess
571,"Gita Chatterjee",Male,High,Science Club
572,"Ekta Sen",Male,Medium,Robotics
573,"Usha Nair",Male,Low,Dance
574,"Aarav Reddy",Female,High,Science Club
575,"Neha Dasgupta",Male,Low,Art
576,"Xavier Agarwal",Male,Medium,None
577,"Madhuri Pillai",Female,Low,Sports
578,"Veda Bansal",Male,Medium,Cricket
579,"Vasanthi Reddy",Female,High,Writing
580,"Lokesh Mishra",Female,Medium,Music
581,"Mayank Chaudhari",Female,Medium,Badminton
582,"Diya Dasgupta",Male,High,Debate
583,"Siddharth Mazumdar",Female,Low,Art
584,"Mohan Sen",Female,Medium,Coding
585,"Diya Shah",Female,Medium,Chess
586,"Vasanthi Reddy",Male,High,Theater
587,"Laya Verma",Female,Medium,None
588,"Tayal Roy",Male,High,Debate
589,"Aditya Dixit",Female,Medium,Photography
590,"Jaswant Trivedi",Male,Low,Debate
591,"Fiona Upadhyay",Male,Medium,Basketball
592,"Vidya Srivastava",Male,Low,Cricket
593,"Ravi Desai",Male,Medium,Sports
594,"Veda Chopra",Female,Low,Robotics
595,"Neeraj Gupta",Male,High,Writing
596,"Thara Arora",Male,Low,Basketball
597,"Ushma Dixit",Female,Medium,Art
598,"Laya Gupta",Female,Low,Chess
599,"Dhruv Pandey",Male,Low,Robotics
600,"Jayant Nair",Female,Medium,Robotics
601,"Farah Das",Female,High,Photography
602,"Bharat Dey",Male,Medium,Coding
603,"Ishaan Kulkarni",Male,High,Photography
604,"Xylo Chatterjee",Female,High,Cricket
605,"Daksh Bhowmick",Male,Low,Sports
606,"Sanjay Dubey",Female,Low,Photography
607,"Tayal Kumar",Female,Medium,Theater
608,"Meera Sharma",Female,High,Cricket
609,"Isha Dwivedi",Male,Low,Cricket
610,"Darshan Banerjee",Female,High,Writing
611,"Eshan Mukhopadhyay",Female,Medium,Writing
612,"Ravi Kapoor",Female,Low,Sports
613,"Varun Sharma",Male,High,Music
614,"Rajesh Dixit",Female,High,Badminton
615,"Vanshika Mukherjee",Male,Medium,Basketball
616,"Chirag Malhotra",Male,High,Writing
617,"Lokesh Gupta",Male,High,Writing
618,"Sanjay Ali",Female,Medium,Robotics
619,"Faisal Singh",Female,High,Chess
